Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
The strongest foundation for deciding what should be measured in a performance appraisal system is:,Supervisor preference alone,Job analysis,The newest rating form on the market,The employee’s tenure,2,Job analysis ensures performance criteria are relevant and job-related.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
A leniency error occurs when a rater:,Consistently rates most employees too high,Allows one trait to influence all ratings,Focuses only on recent behavior,Rates most employees too low,1,Leniency error is the tendency to give inflated ratings.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
The halo effect occurs when a rater:,Allows one general impression to influence ratings on specific dimensions,Rates recent behavior too heavily,Avoids using the ends of the scale,Compares all employees with one star performer,1,Halo effect occurs when one trait biases evaluation of others.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
A 360-degree appraisal system typically includes ratings from:,Only the direct supervisor,Only customers and clients,"Multiple sources such as supervisors, peers, subordinates, and sometimes self-ratings",Only external auditors,3,360-degree feedback gathers multiple perspectives for a comprehensive evaluation.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
Behaviorally anchored rating scales are designed to improve appraisal quality by:,Eliminating all subjectivity automatically,Using specific behavioral examples to define scale points,Ranking employees from best to worst only,Measuring personality instead of performance,2,BARS provide clear behavioral anchors to improve accuracy and consistency.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
"In training, needs assessment usually includes organizational, task, and person analysis. Task analysis is concerned primarily with:",Whether employees are motivated to attend training,What the job requires employees to do and the competencies needed,Whether top management supports the training budget,How satisfied trainees felt after the program,2,Task analysis identifies job duties and required competencies.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
Person analysis in training asks which question most directly?,What are the organization’s strategic goals?,Which tasks are part of the job?,Who needs training and in what areas?,What is the company’s market share?,3,Person analysis identifies individuals who need training and skill gaps.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
An important condition for transfer of training is that:,Trainees be kept away from real job situations after training,The work environment support use of newly learned skills,Training occur without any practice opportunities,Employees be rewarded only for attendance,2,Supportive environments enhance transfer of learning.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
The Kirkpatrick level that examines whether training changed workplace behavior is:,Reaction,Learning,Behavior,Results,3,Behavior level assesses application of training on the job.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
"A manager says training failed because employees disliked the instructor, even though test scores and on-the-job performance improved. The manager is overemphasizing which evaluation criterion?",Reaction,Learning,Behavior,Results,1,"Reaction focuses on satisfaction, not actual learning or performance outcomes.",Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
A program that teaches employees how to handle harassment complaints and ethical dilemmas is best classified as:,Compliance-related training,Vestibule training only,Psychomotor training only,Selection validation,1,"This type of training focuses on legal, ethical, and regulatory requirements such as harassment prevention.",Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
"According to reinforcement theory, behavior is most likely to be repeated when it is followed by:",Punishment only,A reinforcing consequence,Extinction,Random discouragement,2,Reinforcement strengthens behavior by increasing the likelihood of its recurrence.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
"In goal-setting theory, goals are generally most motivating when they are:",Vague and easy,Specific and challenging,Secret and imposed without explanation,Unrelated to feedback,2,"Specific and challenging goals increase motivation, effort, and persistence.",Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
A supervisor wants to motivate employees by clarifying how effort leads to performance and how performance leads to valued rewards. This reflects:,Equity theory,Expectancy theory,Trait theory,Human relations movement only,2,Expectancy theory focuses on effort-performance-reward relationships.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
"Under equity theory, an employee is most likely to feel inequity when:",The job contains high variety,The ratio of inputs to outcomes seems unfavorable compared with a referent other,The goal is very specific,Punishment is infrequent,2,Equity theory is based on fairness comparisons of input-output ratios.,Medium,Industrial/Organizational Psychology,Exam 10,Exam 10
